timestamps	index	text	role	label	video	stage	gender	subject
00:08:14,650 --> 00:08:19,200	12173	\u9664\u4e86\u7231\u597d\u8fd8\u6709\u54c1\u8d28\u6027\u683c\u7b49\u7b49	\u6559\u5e08	\u77e5\u8bc6\u8bb2\u6388	video_primary_16	\u5c0f\u5b66\u9636\u6bb5	\u5973	\u8bed\u6587
00:08:20,440 --> 00:08:27,760	12174	\u770b\u5230\u8fd9\u4e48\u591a，\u4f60\u6709\u6ca1\u6709\u60f3\u8d77\u8eab\u8fb9\u54ea\u4e00\u4e2a\u4eba，\u4f60\u4e3a\u4ec0\u4e48\u4f1a\u60f3\u5230\u4ed6\u5462	\u6559\u5e08	\u5f15\u5bfc\u601d\u8003	video_primary_16	\u5c0f\u5b66\u9636\u6bb5	\u5973	\u8bed\u6587
00:08:28,920 --> 00:08:29,750	12176	\u597d\u5973\u751f	\u6559\u5e08	\u63d0\u9ad8\u53c2\u4e0e\u5ea6	video_primary_16	\u5c0f\u5b66\u9636\u6bb5	\u5973	\u8bed\u6587
00:08:32,880 --> 00:08:35,750	12178	\u4e3a\u4ec0\u4e48\u4f1a\u60f3\u5230\u4ed6，\u4f60\u60f3\u9001\u7ed9\u4ed6\u54ea\u4e2a\u96c5\u53f7	\u6559\u5e08	\u5f15\u5bfc\u601d\u8003	video_primary_16	\u5c0f\u5b66\u9636\u6bb5	\u5973	\u8bed\u6587
00:08:42,800 --> 00:08:46,030	12183	\u4f60\u8bf4\u7684\u662f\u4ed6\u7231\u597d\u65b9\u9762\u7684	\u6559\u5e08	\u60c5\u611f\u652f\u6301\u4e0e\u53cd\u9988	video_primary_16	\u5c0f\u5b66\u9636\u6bb5	\u5973	\u8bed\u6587
00:08:51,890 --> 00:08:54,160	12185	\u8fd0\u52a8\u65b9\u9762\u7684\u8868\u73b0\u7279\u522b\u7a81\u51fa	\u6559\u5e08	\u60c5\u611f\u652f\u6301\u4e0e\u53cd\u9988	video_primary_16	\u5c0f\u5b66\u9636\u6bb5	\u5973	\u8bed\u6587
00:25:28,510 --> 00:25:38,200	5908	\u6211\u4eec\u770b\u770b\u8f6c\u5b50\u5230\u5e95\u662f\u4e0d\u662f\u4e00\u4e2a\u7535\u78c1\u94c1，\u4f60\u4eec\u91cc\u8fb9\u6709\u9489\u4e66\u9489\u8bd5\u4e00\u4e0b，\u63a5\u901a\u7535\u4e86\u4ee5\u540e\u80fd\u4e0d\u80fd\u5438\u5f15\u8ba2\u4e66\u9489	\u6559\u5e08	\u5f15\u5bfc\u601d\u8003	video_primary_17	\u5c0f\u5b66\u9636\u6bb5	\u7537	\u79d1\u5b66
00:25:55,970 --> 00:26:00,040	5910	\u597d\u4efb\u52a1\u6bd4\u8f83\u591a，\u597d\u73b0\u5728\u5f00\u59cb	\u6559\u5e08	\u8bfe\u5802\u7ba1\u7406	video_primary_17	\u5c0f\u5b66\u9636\u6bb5	\u7537	\u79d1\u5b66
00:26:57,010 --> 00:26:59,520	5912	\u6ce8\u610f\u770b\u8fd9\u4e48\u591a\u4efb\u52a1\u4f60\u4eec\u90fd\u505a\u5b8c\u4e86\u6ca1\u6709	\u6559\u5e08	\u5f15\u5bfc\u601d\u8003	video_primary_17	\u5c0f\u5b66\u9636\u6bb5	\u7537	\u79d1\u5b66
00:27:05,830 --> 00:27:08,700	5914	\u6765\u9a6c\u8001\u5e08\u7ed9\u4f60\u4eec\u5206\u6790\u4e00\u4e0b\u90fd\u770b\u8fc7\u6765	\u6559\u5e08	\u63d0\u9ad8\u53c2\u4e0e\u5ea6	video_primary_17	\u5c0f\u5b66\u9636\u6bb5	\u7537	\u79d1\u5b66
00:27:09,390 --> 00:27:16,570	5915	\u9996\u5148\u6211\u4eec\u8981\u6709\u56de\u8def\u624d\u5b83\u624d\u4f1a\u5de5\u4f5c\u5bf9\u4e0d\u5bf9，\u56de\u8def\u624d\u5de5\u4f5c，\u4f60\u770b\u4e00\u4e0b\u7535\u4ece\u8fd9\u91cc\u8fc7\u6765\u5bf9\u4e0d\u5bf9	\u6559\u5e08	\u5f15\u5bfc\u601d\u8003	video_primary_17	\u5c0f\u5b66\u9636\u6bb5	\u7537	\u79d1\u5b66
00:27:32,300 --> 00:27:39,310	5919	\u6ca1\u63a5\u89e6\u7535\u5237\u5bf9\u4e0d\u5bf9，\u6240\u4ee5\u6211\u4eec\u9996\u5148\u8981\u8ba9\u5b83\u600e\u4e48\u6837，\u5148\u5145\u7535\u5237\u5c31\u628a\u5b83\u5411\u524d\u79fb\u4e00\u70b9，\u597d\u7ed3\u675f\u4e86\u6ca1\u6709	\u6559\u5e08	\u5f15\u5bfc\u601d\u8003	video_primary_17	\u5c0f\u5b66\u9636\u6bb5	\u7537	\u79d1\u5b66
00:27:55,580 --> 00:28:00,710	5924	\u6211\u4eec\u8fd9\u6837\u5b50\u4e0d\u8f6c，\u56e0\u4e3a\u5b83\u5c11\u4e86\u7535\u673a\u7684\u54ea\u4e2a\u7ed3\u6784	\u6559\u5e08	\u5f15\u5bfc\u601d\u8003	video_primary_17	\u5c0f\u5b66\u9636\u6bb5	\u7537	\u79d1\u5b66
00:28:09,010 --> 00:28:10,440	5925	\u770b\u5176\u4ed6\u4efb\u52a1\u90fd\u5b8c\u6210\u4e86\u6ca1\u6709	\u6559\u5e08	\u5f15\u5bfc\u601d\u8003	video_primary_17	\u5c0f\u5b66\u9636\u6bb5	\u7537	\u79d1\u5b66
00:28:15,690 --> 00:28:20,380	5926	\u628a\u6240\u6709\u4efb\u52a1\u90fd\u5b8c\u6210\u7684\u5c0f\u7ec4\u4e3e\u624b\u793a\u610f\u4e00\u4e0b	\u6559\u5e08	\u63d0\u9ad8\u53c2\u4e0e\u5ea6	video_primary_17	\u5c0f\u5b66\u9636\u6bb5	\u7537	\u79d1\u5b66
00:28:21,220 --> 00:28:24,620	5927	\u597d\u8868\u626c\u7b2c\u4e8c\u7ec4，\u597d\u8868\u626c\u7b2c\u516b\u7ec4	\u6559\u5e08	\u60c5\u611f\u652f\u6301\u4e0e\u53cd\u9988	video_primary_17	\u5c0f\u5b66\u9636\u6bb5	\u7537	\u79d1\u5b66
00:28:28,054 --> 00:28:33,090	5929	\u7b2c\u516d\u7b2c\u4e03\u7ec4\u4e5f\u5b8c\u6210\u4e86，\u52a8\u4e0d\u8d77\u6765	\u6559\u5e08	\u60c5\u611f\u652f\u6301\u4e0e\u53cd\u9988	video_primary_17	\u5c0f\u5b66\u9636\u6bb5	\u7537	\u79d1\u5b66
00:28:35,494 --> 00:28:45,050	5931	\u6765\u770b，\u770b\u9996\u5148\u6211\u4eec\u8981\u7ed9\u5b83\u4ea7\u751f\u56de\u8def\u5bf9\u4e0d\u5bf9，\u6ca1\u95ee\u9898\u554a，\u73b0\u5728\u5462，\u6765\u4f60\u770b\u4e00\u4e0b\u600e\u4e48\u6837\u52a8\u78c1\u94c1	\u6559\u5e08	\u5f15\u5bfc\u601d\u8003	video_primary_17	\u5c0f\u5b66\u9636\u6bb5	\u7537	\u79d1\u5b66
00:29:17,820 --> 00:29:21,820	5934	\u4e00\u4e2a\u8f66\u4e5f\u80fd\u88c5\u662f\u5427，\u4f46\u662f\u4e00\u4e2a\u8ddf\u4e24\u4e2a\u6709\u4ec0\u4e48\u533a\u522b	\u6559\u5e08	\u5f15\u5bfc\u601d\u8003	video_primary_17	\u5c0f\u5b66\u9636\u6bb5	\u7537	\u79d1\u5b66
00:29:24,300 --> 00:29:25,580	5936	\u5f88\u597d	\u6559\u5e08	\u60c5\u611f\u652f\u6301\u4e0e\u53cd\u9988	video_primary_17	\u5c0f\u5b66\u9636\u6bb5	\u7537	\u79d1\u5b66
00:29:27,750 --> 00:29:37,530	5937	\u8fd8\u6ca1\u6709\u5b8c\u6210\u7684\u5c0f\u7ec4\u4e3e\u624b，\u597d\u90fd\u5b8c\u6210\u4e86\u597d\u4e86，\u6765\u6211\u4eec\u770b\u770b\u4f60\u4eec\u7684\u5b9e\u9a8c\u7ed3\u679c	\u6559\u5e08	\u63d0\u9ad8\u53c2\u4e0e\u5ea6	video_primary_17	\u5c0f\u5b66\u9636\u6bb5	\u7537	\u79d1\u5b66
00:29:40,630 --> 00:29:54,610	5939	\u8bf7\u7b2c\u4e03\u5c0f\u7ec4\u4e00\u4e2a\u540c\u5b66\u8d77\u6765\u8bf4\u4e00\u4e0b\u7b2c\u4e00\u4e2a，\u6765\u8bf7\u4f60\u600e\u6837\u4f7f\u8f6c\u5b50\u8f6c\u52a8\u8d77\u6765	\u6559\u5e08	\u63d0\u9ad8\u53c2\u4e0e\u5ea6	video_primary_17	\u5c0f\u5b66\u9636\u6bb5	\u7537	\u79d1\u5b66
00:30:06,380 --> 00:30:17,990	5943	\u597d\u8bf7\u5750\u975e\u5e38\u597d，\u9996\u5148\u5fc5\u987b\u8981\u901a\u7535\u90fd\u77e5\u9053，\u7136\u540e\u8981\u7528\u78c1\u94c1\u9760\u8fd1\u8f6c\u5b50，\u7136\u540e\u5b83\u5c31\u4f1a\u8f6c\u52a8\u4e86\u5bf9\u4e0d\u5bf9	\u6559\u5e08	\u60c5\u611f\u652f\u6301\u4e0e\u53cd\u9988	video_primary_17	\u5c0f\u5b66\u9636\u6bb5	\u7537	\u79d1\u5b66
00:30:18,430 --> 00:30:34,260	5945	\u521a\u624d\u6709\u51e0\u4e2a\u5c0f\u7ec4\u5f00\u59cb\u6ca1\u6709\u6210\u529f\u7684\u65f6\u5019，\u6211\u4eec\u53d1\u73b0\u662f\u56e0\u4e3a\u8fd9\u4e2a\u7535\u6d41\u5e76\u6ca1\u6709\u4ea7\u751f\u56de\u8def，\u4ed6\u628a\u7535\u63a5\u5230\u4e86\u8f6c\u5b50\u7684\u6746\u4e0a，\u8fd9\u80af\u5b9a\u662f\u4e0d\u884c\u7684\u4f1a\u77ed\u8def	\u6559\u5e08	\u60c5\u611f\u652f\u6301\u4e0e\u53cd\u9988	video_primary_17	\u5c0f\u5b66\u9636\u6bb5	\u7537	\u79d1\u5b66
00:30:35,350 --> 00:30:39,320	5947	\u597d\u7b2c\u4e8c\u4e2a\u6539\u53d8\u8f6c\u5b50\u5feb\u6162\u7684\u65b9\u6cd5	\u6559\u5e08	\u77e5\u8bc6\u8bb2\u6388	video_primary_17	\u5c0f\u5b66\u9636\u6bb5	\u7537	\u79d1\u5b66
00:30:39,330 --> 00:30:47,090	5948	\u6211\u8bf7\u597d\u6211\u8bf7\u7b2c\u4e09\u7ec4，\u7b2c\u56db\u7ec4，\u8bf7\u7b2c\u56db\u7ec4，\u8bf7\u4f60	\u6559\u5e08	\u63d0\u9ad8\u53c2\u4e0e\u5ea6	video_primary_17	\u5c0f\u5b66\u9636\u6bb5	\u7537	\u79d1\u5b66
00:30:48,438 --> 00:30:50,960	5949	\u6539\u53d8\u8f6c\u5b50\u5feb\u6162\u7684\u65b9\u6cd5	\u6559\u5e08	\u5f15\u5bfc\u601d\u8003	video_primary_17	\u5c0f\u5b66\u9636\u6bb5	\u7537	\u79d1\u5b66
00:31:06,640 --> 00:31:07,840	5952	\u7ebf\u5708\u7684\u5708\u6570	\u6559\u5e08	\u60c5\u611f\u652f\u6301\u4e0e\u53cd\u9988	video_primary_17	\u5c0f\u5b66\u9636\u6bb5	\u7537	\u79d1\u5b66
00:31:12,210 --> 00:31:12,960	5954	\u597d\u8bf7\u5750	\u6559\u5e08	\u8bfe\u5802\u7ba1\u7406	video_primary_17	\u5c0f\u5b66\u9636\u6bb5	\u7537	\u79d1\u5b66
00:31:13,420 --> 00:31:16,370	5955	\u770b\u6765\u4ed6\u7684\u8bfe\u5916\u77e5\u8bc6\u975e\u5e38\u7684\u624e\u5b9e	\u6559\u5e08	\u60c5\u611f\u652f\u6301\u4e0e\u53cd\u9988	video_primary_17	\u5c0f\u5b66\u9636\u6bb5	\u7537	\u79d1\u5b66
00:05:46,300 --> 00:05:51,090	1201	\u5927\u5bb6\u731c\u4e00\u4e0b\u8fd9\u4f1a\u662f\u4e00\u4e2a\u600e\u6837\u6709\u8da3\u53c8\u5947\u7279\u7684\u6545\u4e8b？	\u6559\u5e08	\u5f15\u5bfc\u601d\u8003	video_primary_19	\u5c0f\u5b66\u9636\u6bb5	\u5973	\u8bed\u6587
00:05:57,910 --> 00:05:59,090	1203	\u8bf7\u4f60\u8bf4	\u6559\u5e08	\u63d0\u9ad8\u53c2\u4e0e\u5ea6	video_primary_19	\u5c0f\u5b66\u9636\u6bb5	\u5973	\u8bed\u6587
00:06:07,450 --> 00:06:12,990	1205	\u8fd8\u6709\u4e2d\u56fd\u4f20\u7edf\u7684\u4e00\u4e9b\u5143\u7d20\u662f\u5417，\u770b\u6765\u4f60\u5bf9\u7f8e\u672f\u80af\u5b9a\u5f88\u611f\u5174\u8da3	\u6559\u5e08	\u60c5\u611f\u652f\u6301\u4e0e\u53cd\u9988	video_primary_19	\u5c0f\u5b66\u9636\u6bb5	\u5973	\u8bed\u6587
00:06:13,000 --> 00:06:13,710	1207	\u4f60\u6765\u8bf4	\u6559\u5e08	\u63d0\u9ad8\u53c2\u4e0e\u5ea6	video_primary_19	\u5c0f\u5b66\u9636\u6bb5	\u5973	\u8bed\u6587
00:06:20,010 --> 00:06:22,040	1209	\u4e4b\u524d\u8bfb\u8fc7\u8fd9\u672c\u7ed8\u672c\u5417	\u6559\u5e08	\u5f15\u5bfc\u601d\u8003	video_primary_19	\u5c0f\u5b66\u9636\u6bb5	\u5973	\u8bed\u6587
00:06:22,890 --> 00:06:24,440	1211	\u539f\u6765\u662f\u8bfb\u8fc7\u4e86	\u6559\u5e08	\u60c5\u611f\u652f\u6301\u4e0e\u53cd\u9988	video_primary_19	\u5c0f\u5b66\u9636\u6bb5	\u5973	\u8bed\u6587
00:06:24,450 --> 00:06:39,480	1212	\u540c\u5b66\u4eec\u9664\u4e86\u8fd9\u662f\u4e00\u4e2a\u6709\u8da3\u7684\u6545\u4e8b，\u80fd\u591f\u83b7\u8fd9\u4e48\u591a\u5956，\u8fd8\u6709\u4e00\u4e2a\u91cd\u8981\u7684\u539f\u56e0\u5c31\u662f\u4ed6\u7684\u56fe\u753b\u4e5f\u529f\u4e0d\u53ef\u6ca1，\u5c31\u50cf\u521a\u624d\u4ed6\u8bf4\u7684\u8fd9\u6837\u8fd9\u672c\u4e66\u6709\u5f88\u591a\u4e2d\u56fd\u7684\u4f20\u7edf\u5143\u7d20	\u6559\u5e08	\u77e5\u8bc6\u8bb2\u6388	video_primary_19	\u5c0f\u5b66\u9636\u6bb5	\u5973	\u8bed\u6587
00:06:39,680 --> 00:06:46,230	1213	\u5f53\u7136\u5b83\u5c31\u80fd\u591f\u6210\u4e3a\u4f18\u79c0\u7684\u4e2d\u56fd\u539f\u521b\u7ed8\u672c\u91cd\u8981\u539f\u56e0，\u8fd9\u4e5f\u662f\u5b83\u7684\u91cd\u8981\u539f\u56e0	\u6559\u5e08	\u77e5\u8bc6\u8bb2\u6388	video_primary_19	\u5c0f\u5b66\u9636\u6bb5	\u5973	\u8bed\u6587
00:06:46,240 --> 00:06:51,070	1214	\u597d\u4e86\u73b0\u5728\u6211\u4eec\u5c31\u4e00\u8d77\u8d70\u8fdb\u8fd9\u4e2a\u6545\u4e8b\u597d\u5417	\u6559\u5e08	\u6fc0\u53d1\u5174\u8da3	video_primary_19	\u5c0f\u5b66\u9636\u6bb5	\u5973	\u8bed\u6587
00:06:54,250 --> 00:06:56,800	1217	\u7528\u81ea\u5df1\u6700\u559c\u6b22\u7684\u65b9\u5f0f\u9605\u8bfb	\u6559\u5e08	\u63d0\u9ad8\u53c2\u4e0e\u5ea6	video_primary_19	\u5c0f\u5b66\u9636\u6bb5	\u5973	\u8bed\u6587
00:06:56,810 --> 00:06:59,560	1218	\u8bfb\u5b8c\u4e4b\u540e\u518d\u548c\u5c0f\u4f19\u4f34\u4eec\u4ea4\u6d41	\u6559\u5e08	\u4fc3\u8fdb\u534f\u4f5c\u5b66\u4e60	video_primary_19	\u5c0f\u5b66\u9636\u6bb5	\u5973	\u8bed\u6587
00:10:10,680 --> 00:10:11,830	1220	\u597d\u540c\u5b66\u4eec	\u6559\u5e08	\u8bfe\u5802\u7ba1\u7406	video_primary_19	\u5c0f\u5b66\u9636\u6bb5	\u5973	\u8bed\u6587
00:10:14,320 --> 00:10:16,930	1222	\u4f60\u5370\u8c61\u6700\u6df1\u523b\u7684\u4e00\u5e45\u753b\u9762\u662f\u4ec0\u4e48	\u6559\u5e08	\u5f15\u5bfc\u601d\u8003	video_primary_19	\u5c0f\u5b66\u9636\u6bb5	\u5973	\u8bed\u6587
00:10:16,940 --> 00:10:20,700	1223	\u8c01\u613f\u610f\u548c\u6211\u4eec\u5206\u4eab，\u597d\u8bf7\u4f60\u6765	\u6559\u5e08	\u63d0\u9ad8\u53c2\u4e0e\u5ea6	video_primary_19	\u5c0f\u5b66\u9636\u6bb5	\u5973	\u8bed\u6587
00:10:24,250 --> 00:10:26,000	1226	\u662f\u8fd9\u91cc\u5440	\u6559\u5e08	\u60c5\u611f\u652f\u6301\u4e0e\u53cd\u9988	video_primary_19	\u5c0f\u5b66\u9636\u6bb5	\u5973	\u8bed\u6587
00:10:51,450 --> 00:10:58,590	1233	\u4f60\u89c9\u5f97\u8fd9\u4e9b\u5c0f\u52a8\u7269\u4eec\u7684\u60f3\u6cd5\u975e\u5e38\u6709\u8da3\u662f\u5417，\u4ee5\u4e3a\u592a\u9633\u7761\u7740\u4e86\u4f60\u8bf7\u5750\u4e0b	\u6559\u5e08	\u60c5\u611f\u652f\u6301\u4e0e\u53cd\u9988	video_primary_19	\u5c0f\u5b66\u9636\u6bb5	\u5973	\u8bed\u6587
00:10:58,600 --> 00:10:59,500	1234	\u8fd8\u6709\u5417	\u6559\u5e08	\u5f15\u5bfc\u601d\u8003	video_primary_19	\u5c0f\u5b66\u9636\u6bb5	\u5973	\u8bed\u6587
00:10:59,670 --> 00:11:00,580	1235	\u597d\u8bf7\u4f60\u8bf4	\u6559\u5e08	\u63d0\u9ad8\u53c2\u4e0e\u5ea6	video_primary_19	\u5c0f\u5b66\u9636\u6bb5	\u5973	\u8bed\u6587
00:11:03,990 --> 00:11:06,060	1237	\u8fd9\u4e00\u5e45\u56fe\u662f\u5417	\u6559\u5e08	\u60c5\u611f\u652f\u6301\u4e0e\u53cd\u9988	video_primary_19	\u5c0f\u5b66\u9636\u6bb5	\u5973	\u8bed\u6587
00:11:17,010 --> 00:11:21,080	1241	\u4f60\u5f88\u559c\u6b22\u8fd9\u4e9b\u52aa\u529b\u7684\u5c0f\u52a8\u7269\u4eec\u662f\u5417	\u6559\u5e08	\u60c5\u611f\u652f\u6301\u4e0e\u53cd\u9988	video_primary_19	\u5c0f\u5b66\u9636\u6bb5	\u5973	\u8bed\u6587
00:11:21,400 --> 00:11:22,400	1243	\u597d\u8bf7\u5750	\u6559\u5e08	\u8bfe\u5802\u7ba1\u7406	video_primary_19	\u5c0f\u5b66\u9636\u6bb5	\u5973	\u8bed\u6587
00:11:22,410 --> 00:11:23,080	1244	\u4f60\u6765\u8bf4	\u6559\u5e08	\u63d0\u9ad8\u53c2\u4e0e\u5ea6	video_primary_19	\u5c0f\u5b66\u9636\u6bb5	\u5973	\u8bed\u6587
00:11:34,190 --> 00:11:39,470	1249	\u4f60\u8ddf\u5c0f\u52a8\u7269\u4eec\u6709\u4e00\u6837\u7684\u5fc3\u60c5，\u662f\u6700\u540e\u7684\u8fd9\u4e00\u5e45\u56fe\u5bf9\u5417	\u6559\u5e08	\u60c5\u611f\u652f\u6301\u4e0e\u53cd\u9988	video_primary_19	\u5c0f\u5b66\u9636\u6bb5	\u5973	\u8bed\u6587
00:11:40,690 --> 00:11:42,830	1250	\u597d\u8fd8\u6709\u6ca1\u6709\u8bf7\u4f60\u8bf4	\u6559\u5e08	\u63d0\u9ad8\u53c2\u4e0e\u5ea6	video_primary_19	\u5c0f\u5b66\u9636\u6bb5	\u5973	\u8bed\u6587
00:06:37,670 --> 00:06:38,250	1668	\u8bf7\u8fd9\u4f4d\u7537\u751f	\u6559\u5e08	\u63d0\u9ad8\u53c2\u4e0e\u5ea6	video_primary_21	\u5c0f\u5b66\u9636\u6bb5	\u5973	\u8bed\u6587
00:06:43,250 --> 00:06:46,280	1670	\u662f\u5440\u5e72\u6d3b	\u6559\u5e08	\u60c5\u611f\u652f\u6301\u4e0e\u53cd\u9988	video_primary_21	\u5c0f\u5b66\u9636\u6bb5	\u5973	\u8bed\u6587
00:06:46,290 --> 00:06:47,650	1671	\u56e0\u4e3a\u6ca1\u6709\u4ec0\u4e48？	\u6559\u5e08	\u5f15\u5bfc\u601d\u8003	video_primary_21	\u5c0f\u5b66\u9636\u6bb5	\u5973	\u8bed\u6587
00:06:50,470 --> 00:06:50,870	1673	\u771f\u68d2	\u6559\u5e08	\u60c5\u611f\u652f\u6301\u4e0e\u53cd\u9988	video_primary_21	\u5c0f\u5b66\u9636\u6bb5	\u5973	\u8bed\u6587
00:06:52,160 --> 00:06:57,090	1674	\u8fd9\u4e9b\u5c31\u662f\u9c81\u6ee8\u900a\u5728\u8352\u5c9b\u4e0a\u5fc5\u987b\u9762\u5bf9\u7684\u56f0\u96be	\u6559\u5e08	\u603b\u7ed3	video_primary_21	\u5c0f\u5b66\u9636\u6bb5	\u5973	\u8bed\u6587
00:06:58,330 --> 00:07:11,670	1675	\u4f46\u8fd9\u4e9b\u56f0\u96be\u9c81\u6ee8\u900a\u8fd9\u6837\u4e00\u4f4d\u52c7\u58eb\u90fd\u5c06\u4e00\u4e00\u514b\u670d，\u4ed6\u514b\u670d\u56f0\u96be\u7684\u65b9\u5f0f\u8ba9\u65e0\u6570\u7684\u4eba\u4e3a\u4e4b\u7740\u8ff7\u656c\u4f69	\u6559\u5e08	\u77e5\u8bc6\u8bb2\u6388	video_primary_21	\u5c0f\u5b66\u9636\u6bb5	\u5973	\u8bed\u6587
00:07:12,690 --> 00:07:16,250	1677	\u6211\u60f3\u54b1\u4eec\u73ed\u540c\u5b66\u4e00\u5b9a\u4e5f\u975e\u5e38\u611f\u5174\u8da3	\u6559\u5e08	\u6fc0\u53d1\u5174\u8da3	video_primary_21	\u5c0f\u5b66\u9636\u6bb5	\u5973	\u8bed\u6587
00:07:26,460 --> 00:07:30,220	1680	\u627e\u540c\u5b66\u8bfb\u7ed9\u6211\u4eec\u542c\u4e00\u542c，\u8bf7\u4f60\u6765	\u6559\u5e08	\u63d0\u9ad8\u53c2\u4e0e\u5ea6	video_primary_21	\u5c0f\u5b66\u9636\u6bb5	\u5973	\u8bed\u6587
00:07:41,120 --> 00:07:42,655	1685	\u4e0d\u7740\u6025\u8bf7\u5750	\u6559\u5e08	\u8bfe\u5802\u7ba1\u7406	video_primary_21	\u5c0f\u5b66\u9636\u6bb5	\u5973	\u8bed\u6587
00:07:42,655 --> 00:07:52,100	1686	\u5728\u4f60\u4eec\u5708\u753b\u8bed\u53e5\u7684\u540c\u65f6\u53ef\u4ee5\u628a\u81ea\u5df1\u7684\u5fc3\u5f97\u4f53\u4f1a\u5728\u7a7a\u767d\u5904\u5199\u4e00\u5199	\u6559\u5e08	\u63d0\u9ad8\u53c2\u4e0e\u5ea6	video_primary_21	\u5c0f\u5b66\u9636\u6bb5	\u5973	\u8bed\u6587
00:07:52,110 --> 00:07:57,430	1687	\u4e5f\u53ef\u4ee5\u548c\u540c\u5ea7\u4f4d\u540c\u5b66\u4ea4\u6d41\u4e00\u4e0b\u4f60\u7684\u611f\u53d7	\u6559\u5e08	\u4fc3\u8fdb\u534f\u4f5c\u5b66\u4e60	video_primary_21	\u5c0f\u5b66\u9636\u6bb5	\u5973	\u8bed\u6587
00:08:58,360 --> 00:09:01,540	1690	\u9c81\u6ee8\u900a\u662f\u600e\u6837\u6765\u514b\u670d\u7684	\u6559\u5e08	\u5f15\u5bfc\u601d\u8003	video_primary_21	\u5c0f\u5b66\u9636\u6bb5	\u5973	\u8bed\u6587
00:09:02,500 --> 00:09:04,200	1691	\u8c01\u6765\u7b2c\u4e00\u4e2a\u8ddf\u6211\u4eec\u5206\u4eab\u4e00\u4e0b	\u6559\u5e08	\u63d0\u9ad8\u53c2\u4e0e\u5ea6	video_primary_21	\u5c0f\u5b66\u9636\u6bb5	\u5973	\u8bed\u6587
00:09:07,290 --> 00:09:08,160	1692	\u8bf7\u8fd9\u4f4d\u7537\u751f	\u6559\u5e08	\u63d0\u9ad8\u53c2\u4e0e\u5ea6	video_primary_21	\u5c0f\u5b66\u9636\u6bb5	\u5973	\u8bed\u6587
00:09:09,690 --> 00:09:10,600	1694	\u4f60\u9009\u7684\u662f\u54ea\u4e00\u4e2a	\u6559\u5e08	\u5f15\u5bfc\u601d\u8003	video_primary_21	\u5c0f\u5b66\u9636\u6bb5	\u5973	\u8bed\u6587
00:09:28,830 --> 00:09:42,210	1701	\u597d\u4f60\u5f15\u7528\u4e86\u539f\u6587\u8fd9\u4e00\u90e8\u5206\u7684\u5185\u5bb9\u6765\u56de\u7b54\u4e86\u65e0\u6cd5\u8ba1\u65f6\u7684\u56f0\u96be	\u6559\u5e08	\u60c5\u611f\u652f\u6301\u4e0e\u53cd\u9988	video_primary_21	\u5c0f\u5b66\u9636\u6bb5	\u5973	\u8bed\u6587
00:09:43,050 --> 00:09:44,280	1702	\u9c81\u6ee8\u900a\u662f\u600e\u4e48\u505a\u7684？	\u6559\u5e08	\u5f15\u5bfc\u601d\u8003	video_primary_21	\u5c0f\u5b66\u9636\u6bb5	\u5973	\u8bed\u6587
00:09:51,330 --> 00:09:55,020	1704	\u6ca1\u6709\u65f6\u95f4\u5c31\u81ea\u5df1\u52a8\u624b\u523b\u51fa\u65e5\u5386	\u6559\u5e08	\u77e5\u8bc6\u8bb2\u6388	video_primary_21	\u5c0f\u5b66\u9636\u6bb5	\u5973	\u8bed\u6587
00:09:58,590 --> 00:10:00,270	1706	\u9c81\u6ee8\u900a\u7ed9\u4f60\u7559\u4e0b\u4ec0\u4e48\u5370\u8c61？	\u6559\u5e08	\u5f15\u5bfc\u601d\u8003	video_primary_21	\u5c0f\u5b66\u9636\u6bb5	\u5973	\u8bed\u6587
00:03:12,090 --> 00:03:21,620	6096	\u5927\u5bb6\u90fd\u8868\u8fbe\u7740\u81ea\u5df1\u5bf9\u79d1\u5e7b\u6545\u4e8b\u7684\u559c\u7231,\u53d1\u73b0\u4e86\u5417,\u79d1\u5e7b\u6545\u4e8b\u548c\u4e00\u822c\u7684\u60f3\u8c61\u7c7b\u6545\u4e8b\u6709\u4ec0\u4e48\u4e0d\u540c	\u6559\u5e08	\u5f15\u5bfc\u601d\u8003	video_primary_22	\u5c0f\u5b66\u9636\u6bb5	\u5973	\u79d1\u5b66
00:03:34,600 --> 00:03:48,240	6098	\u6709\u540c\u5b66\u5728\u641c\u5b66\u5355\u91cc\u662f\u8fd9\u4e48\u8bf4\u7684,\u79d1\u5e7b\u6545\u4e8b\u5c31\u662f\u9b54\u5e7b\u6545\u4e8b,\u5b83\u4eec\u5b8c\u5168\u76f8\u540c\u5417,\u6709\u4ec0\u4e48\u533a\u522b,\u4f60\u8bf4	\u6559\u5e08	\u5f15\u5bfc\u601d\u8003	video_primary_22	\u5c0f\u5b66\u9636\u6bb5	\u5973	\u79d1\u5b66
